House_ID,Date_Sold,Year_Built,Bedrooms,Bathrooms,Living_Area,Lot_Size,Neighborhood,House_Style,Overall_Condition,Roof_Material,Exterior_Finish,Basement_Type,Heating_System,Cooling_System,Garage_Capacity,Garage_Type,Pool,Fireplaces,Kitchen_Quality,Utilities,Sale_Type,Sale_Condition,Zoning_Class,School_Rating,Distance_to_City_Center,Crime_Rate_Index,Tax_Annual,Renovation_Year,Property_Type,Price
90be410d-7b0d-416f-8e91-16b1ebf695a7,2021-04-10T00:00:00,1947,1,4.0,1328,39313,West_End,Bungalow,4,Slate,Vinyl_Siding,None,Wall,Window,1,BuiltIn,0,0,Fa,No_Seer,WD,AdjLand,RH,6,15.3,0.37,5638.4,NaN,Townhouse,278410.0
58182716-24c9-49fd-99f7-d597c0c1f58b,1620450000,1952,5,1.5,2111,37916,Green_Valley,Ranch,3,Shingle,Brick,None,Wall,Window,1,None,None,1,Ex,No_Seer,COD,Normal,FV,2,6.2,2.74,3795.8,NaN,Single_Family,373796.0
b74237b7-d7ae-41f8-b186-0755ec767551,06/18/2021,1943,3,3.5,3387,0.76 ac,Green_Valley,Victorian,Excellent,Metal,Stone,,Wall,Central,1,BuiltIn,N,3,Ex,All_Pub,New,Normal,RL,7,17.4,3.64,7207.6,NaN,Condo,598783.0
38f21bd9-3110-47f7-b552-d4702274bad0,26-03-2023,1964,1,3.0,2593,28534,Downtown_Lofts,Modern,8,Shingle,Vinyl_Siding,Crawl,GasW,Window,0,None,1,3,TA,No_Seer,Con,AdjLand,RL,3,11.3,0.96,3423.4,2001,Single_Family,529586.0
cf5ddaf5-7660-470c-8282-a4569c6af9f6,06/22/2020,1983,1,3.5,4251,4057,Downtown_Lofts,Colonial,8,Slate,Stucco,Full,GasW,Window,4,Attchd,None,3,Fa,No_Seer,Con,Normal,RM,4,16.8,4.26,5322.8,NaN,Single_Family,760950.0
addce26c-aa72-41a3-9fae-a34ce0de5560,1679806800,1904,5,3.0,4742,13637,Green_Valley,Ranch,6,Slate,Wood,None,GasA,Central,1,BuiltIn,No,3,TA,ELO,WD,AdjLand,RH,8,26.3,2.16,6826.6,NaN,Duplex,790232.0
7a639e5e-f409-46b8-8b94-f7d773ef15ae,08-10-2020,1918,5,3.5,1683,33139,North_Heights,Ranch,4,Slate,Wood,None,GasW,Window,3,None,No,1,Ex,No_Seer,Con,AdjLand,FV,4,28.5,0.59,5487.4,NaN,Duplex,342412.0
ae845379-0178-4af8-8183-358a0be20f02,1660194000,1934,5,3.0,4936,9497,East_Gate,Bungalow,9,Tile,Stone,None,Grav,Window,0,None,None,0,TA,All_Pub,Con,Abnorml,FV,10,5.6,3.07,8195.8,NaN,Single_Family,854146.0
d2fdc7e3-b1ad-41cd-8633-f0d19567381a,2020-09-28T00:00:00,1905,3,1.5,3864,37142,Green_Valley,Modern,1,Tile,Stone,Full,GasW,Window,2,Attchd,None,1,Gd,No_Seer,WD,Abnorml,RM,9,4.4,3.91,5188.200000000001,2008,Condo,620101.0
457bbd09-6736-42c8-8cf1-c54bcc385b10,18-10-2023,1948,1+1,3.0,1878,28981,South_Side,Modern,10,Metal,Vinyl_Siding,Slab,Wall,Central,0,None,No,2,TA,No_Seer,New,Partial,RL,5,22.4,2.98,5597.4,NaN,Duplex,348619.0
85ae6bb1-29d4-4833-98f4-b14d88a50fbf,1633928400,2007,5,3.5,1007,0.29 ac,North_Heights,Modern,5,Metal,Vinyl_Siding,Crawl,GasA,None,3,None,None,1,TA,No_Sewr,COD,AdjLand,FV,10,24.9,3.91,2159.6,NaN,Duplex,246989.0
022e1bd5-534c-491b-96f1-83bcb046907f,04/29/2023,'10,1,2.5,1266,39341,East_Gate,Ranch,3,Metal,Brick,Full,Grav,Window,3,Attchd,No,1,Fa,All_Pub,New,Partial,FV,4,4.8,1.55,3680.8,2002,Condo,240707.0
6556d0f3-7f70-43f1-9696-5dce5beb81fe,2020-04-02T00:00:00,1973,6,1.5,4062,0.61 ac,South_Side,Split-Level,6,Slate,Vinyl_Siding,Slab,GasA,Window,3,Attchd,None,1,Gd,No_Seer,Con,AdjLand,RL,4,2.3,2.63,4515.6,NaN,Condo,694878.0
3f45669d-47e6-48e2-8191-9f21a456c571,2021-11-23T00:00:00,1981,4,1.5,3998,6402,Suburban_Oasis,Modern,2,Shingle,Wood,,Grav,Central,1,Attchd,No,2,Fa,All_Pub,COD,Abnorml,RL,5,18.1,4.23,7484.4,NaN,Duplex,706540.0
fc512bbd-f3a8-44cf-85a6-7172797d230e,1590901200,1987,5,2.0,3463,37653,South_Side,Victorian,3,Tile,Stone,Full,GasA,Window,0,None,0,0,Po,All_Pub,COD,Abnorml,RL,2,5.9,3.46,5454.4,2007,Single_Family,586796.0
b7c1b65c-6c09-4e21-8fb5-4b7cc9f056ec,1661490000,1938,5,3.0,1144,30325,Downtown_Lofts,Modern,6,Tile,Stucco,,Wall,Window,1,Attchd,N,3,Fa,ELO,WD,Abnorml,FV,6,12.8,3.58,-99.0,NaN,Duplex,315835.0
7e4f75da-b13b-403f-a81a-34fc237271fc,25-02-2020,1934,2,1.5,4883,0.18 ac,North_Heights,Split-Level,10,Tile,Brick,,GasW,Central,3,Detchd,No,2,Po,All_Pub,Con,Partial,RH,1,4.5,0.33,6296.4,NaN,Duplex,768246.0
df28bf91-7c6c-4b83-9273-ae465cbeeb19,08/07/2023,1965,5,3.5,2883,2349,East_Gate,Split-Level,7,Tile,Brick,None,Wall,None,2,Detchd,No,3,Gd,ELO,COD,Abnorml,RH,9,32.0,0.45,5858.4,NaN,Duplex,533011.0
8387fd0c-4e00-4bdc-baf8-b20bbf127ad8,05/28/2023,1926,2,2.5,10300,0.7 ac,East_Gate,Colonial,Poor,Tile,Stone,Crawl,Grav,Central,0,None,None,0,Gd,No_Seer,WD,Normal,RH,4,38.6,2.06,10910.0,NaN,Condo,1597792.0
9970100b-6a4f-4069-b990-e3d7be138fdf,1591246800,1912,6,2.0,2161,16350,Downtown_Lofts,Victorian,6,Metal,Vinyl_Siding,,GasA,Window,4,Detchd,No,2,Ex,No_Seer,Con,Abnorml,FV,6,27.2,1.5,5859.8,NaN,Single_Family,463037.0
676407c1-dde6-438b-a1c1-9f52cdec346c,1628744400,2021,4,1.5,2848,38670,North_Heights,Victorian,1,Shingle,Brick,Full,Grav,Central,0,None,N,3,Po,No_Sewr,WD,AdjLand,RL,6,36.9,2.61,6031.4,2020,Townhouse,496758.0
d4413c96-4181-4fe6-ae6b-044f8ec0761a,2023-02-12T00:00:00,1910,6,2.5,3817,34709,Green_Valley,Bungalow,6,Shingle,Brick,Full,Grav,Central,1,Attchd,None,1,TA,All_Pub,Con,Abnorml,RH,3,14.6,3.6,7140.6,NaN,Duplex,659893.0
791cba7f-d088-4aa9-b864-e0049d7e8642,2020-08-23T00:00:00,1902,5,3.0,1512,30966,East_Gate,Colonial,Poor,Tile,Stucco,,Wall,Window,1,Attchd,No,0,Fa,All_Pub,WD,Normal,RM,9,32.5,4.63,5109.6,2021,Single_Family,330086.0
f01a5e91-097b-4860-b44d-ceac9d826ed7,24-12-2022,'08,1,3.5,1525,0.19 ac,Green_Valley,Victorian,Good,Slate,Vinyl_Siding,Full,Wall,Central,3,BuiltIn,No,1,Gd,No_Sewr,COD,AdjLand,RH,8,27.7,3.23,5479.0,NaN,Single_Family,304330.0
14c519a7-ad40-40d7-b000-21bd4875e4f1,05-07-2022,1934,5,3.0,4489,0.27 ac,Downtown_Lofts,Split-Level,3,Slate,Stone,Slab,Grav,Window,3,None,0,3,Po,All_Pub,COD,Partial,FV,2,30.5,4.68,4866.200000000001,2018,Townhouse,826205.0
335d1734-17fe-4094-a3c1-684e4beaa355,07-10-2023,2017,3,3.5,3241,16875,North_Heights,Ranch,10,Slate,Stone,Slab,GasW,Central,4,Detchd,0,1,Po,No_Seer,Con,AdjLand,RM,6,6.5,4.4,6186.8,NaN,Duplex,585593.0
a918edb5-981f-4e3a-bb48-82a8b54f19ac,1651986000,1972,2+1,3.5,1169,11649,West_End,Victorian,6,Tile,Brick,None,Wall,Central,1,BuiltIn,0,3,Gd,All_Pub,Con,Abnorml,RL,8,9.7,1.01,2048.2,2002,Single_Family,249057.0
4ccc7288-f6bf-4416-8e4a-b9922abdb966,1639980000,1945,2,2.0,4066,28521,East_Gate,Modern,5,Slate,Wood,Crawl,GasW,None,4,BuiltIn,0,3,Po,No_Seer,WD,Normal,RL,10,25.6,3.89,5583.8,NaN,Townhouse,662266.0
d98231fe-0b55-4092-a769-e25f088e3bfc,1685682000,1984,2,3.5,2024,31741,Suburban_Oasis,Ranch,4,Metal,Stucco,Full,GasA,Central,2,None,No,3,Ex,All_Pub,WD,Abnorml,RM,4,25.6,0.82,2961.2,NaN,Townhouse,402226.0
8371cb8e-fc65-466f-940f-76b612bdc8cc,06/10/2023,1913,3,2.5,4786,2922,Suburban_Oasis,Bungalow,7,Tile,Wood,,GasW,None,0,None,N,3,TA,No_Sewr,New,Normal,RM,9,6.9,3.08,7914.8,NaN,Townhouse,814362.0
bc554656-13d8-4918-ad16-98616ea5d94b,1656478800,1991,5,4.0,2126,7846,Suburban_Oasis,Modern,6,Shingle,Stucco,,GasW,Window,1,Attchd,0,3,TA,ELO,New,AdjLand,RM,5,39.0,1.76,5887.8,2001,Townhouse,467680.0
5654a6bb-b91b-4c6b-acd9-d959fac5e636,02/28/2020,1970,1,3.0,1583,36884,West_End,Ranch,6,Shingle,Stucco,Slab,Wall,Central,1,Detchd,None,2,Ex,No_Sewr,New,Partial,RM,5,6.0,1.31,6051.4,2017,Duplex,306733.0
013d3106-72f4-42b4-b4a9-557b1fa98e35,10/21/2020,1969,3,3.5,3950,2597,South_Side,Bungalow,1,Tile,Vinyl_Siding,,Wall,Central,4,BuiltIn,None,3,Gd,ELO,New,AdjLand,FV,6,37.6,1.16,5226.0,NaN,Duplex,691886.0
99016a78-8934-4cbc-a1cb-5210b6756f41,02/02/2024,2006,6,3.5,3625,35355,Downtown_Lofts,Victorian,Excellent,Metal,Stone,,Wall,None,1,None,N,2,Gd,ELO,Con,Partial,RM,3,11.4,2.7,5661.0,NaN,Condo,7119130.0
f0e6cec0-3add-4ab7-a9eb-9ca665e17d34,1699423200,1918,1,3.5,1309,0.55 ac,East_Gate,Split-Level,7,Metal,Stone,Crawl,GasW,Window,2,None,N,2,TA,All_Pub,COD,Partial,RM,9,14.4,2.04,3278.2,NaN,Duplex,262935.0
568f9a25-bde2-42e4-a6d1-135abd0c55d5,07/18/2023,1925,6,3.5,4551,25195,South_Side,Split-Level,1,Tile,Wood,Crawl,GasA,Window,3,BuiltIn,0,0,Ex,ELO,New,AdjLand,FV,1,8.5,2.88,4989.8,NaN,Duplex,782246.0
37ffce9d-b4c1-4334-ac28-0c0d35ceccb6,13-06-2023,'75,4,2.0,3448,22293,South_Side,Modern,3,Slate,Stone,,Grav,Window,1,None,None,3,Fa,No_Seer,WD,Partial,RH,9,13.7,1.64,7034.4,NaN,Townhouse,
34022625-1452-4652-b15d-50d734e11505,2022-07-09T00:00:00,1942,1,2.5,3150,15483,West_End,Bungalow,9,Metal,Wood,None,Grav,Window,0,None,No,2,TA,All_Pub,Con,AdjLand,RL,6,11.2,4.95,5507.0,NaN,Single_Family,535416.0
b69fea04-76ae-4aed-a5e4-abb4e4f633b9,2023-09-18T00:00:00,2001,2,3.5,2612,5848,Suburban_Oasis,Colonial,1,Shingle,Stucco,Slab,Wall,None,4,BuiltIn,N,0,Fa,No_Sewr,Con,Normal,FV,7,39.4,4.02,6767.6,2023,Condo,477239.0
75bc09e2-12d1-44da-afca-fdda3fb34ba3,07/27/2023,1942,4,2.5,2628,34201,Suburban_Oasis,Victorian,5,Shingle,Brick,Full,GasA,Central,1,None,None,1,Po,All_Pub,COD,Partial,RL,10,25.9,2.8,3250.4,NaN,Townhouse,520727.0
a8d10005-de33-48fe-a7cf-3df9eb970334,11-02-2021,1972,1,4.0,1807,36031,South_Side,Colonial,5,Shingle,Stucco,None,GasW,None,3,BuiltIn,N,1,Gd,No_Seer,WD,Abnorml,RM,5,39.0,0.4,5509.6,2016,Condo,324105.0
ea4ec27c-f04c-47ab-947d-ad764451443c,01/18/2023,'74,2,3.0,4119,29644,Green_Valley,Modern,10,Metal,Vinyl_Siding,None,GasA,None,4,Attchd,0,2,TA,All_Pub,New,Normal,FV,2,38.0,3.85,6257.200000000001,NaN,Condo,677698.0
57edbd46-8ff2-488b-ac46-d93e5fcbfd1b,17-02-2023,1940,3,1.5,1316,17012,North_Heights,Victorian,2,Tile,Vinyl_Siding,Full,Wall,Window,2,Attchd,0,3,Fa,No_Sewr,New,Normal,FV,2,21.4,3.94,2998.8,NaN,Duplex,257858.0
fec5ef13-8e4c-49ca-92cb-c8cfc30fcd16,1641621600,1940,3,1.5,4884,28535,Green_Valley,Colonial,5,Shingle,Stucco,Full,Grav,Central,1,Detchd,No,1,TA,No_Sewr,WD,Partial,RL,5,7.1,0.21,7020.200000000001,2008,Townhouse,765334.0
0fcae4e1-0f6f-4ac5-ba0e-e99ac10aeaf4,14-02-2023,1962,3,2.0,1106,0.49 ac,South_Side,Bungalow,7,Metal,Stone,None,GasW,None,0,None,N,3,Ex,All_Pub,New,Abnorml,RL,10,27.0,2.98,2970.8,NaN,Townhouse,211964.0
2ca096aa-3332-43d7-b57a-177317b8ecfc,14-03-2022,2014,1,1.5,2374,18462,Suburban_Oasis,Ranch,7,Slate,Brick,,Grav,Window,3,Attchd,N,0,Ex,ELO,WD,AdjLand,FV,7,4.5,0.41,6749.2,NaN,Single_Family,425644.0
184424a6-ae7b-4fe5-813a-ade164185594,2020-07-14T00:00:00,1959,3,3.5,4320,25414,East_Gate,Ranch,9,Tile,Stucco,Slab,Grav,Central,4,Attchd,0,2,Gd,ELO,New,AdjLand,RM,8,17.0,1.7,4497.0,NaN,Townhouse,723722.0
238f6d49-ee58-4274-bc23-6235c0ed124e,19-10-2023,2004,2,1.5,3855,29424,Downtown_Lofts,Colonial,2,Metal,Brick,Crawl,Wall,None,3,Detchd,None,3,Po,All_Pub,Con,Partial,FV,6,20.5,1.3,4647.0,NaN,Townhouse,663881.0
6b380135-d6b7-401a-9039-c1a828d0f79c,16-10-2022,1987,6,1.0,2014,0.51 ac,North_Heights,Victorian,1,Tile,Brick,Full,Grav,Window,4,Detchd,None,3,TA,All_Pub,WD,Abnorml,RH,6,2.4,4.56,3046.2,NaN,Condo,370515.0
4f94d1c8-e56f-44b6-b943-5149f28331c5,2022-12-12T00:00:00,1968,5,3.5,974,29020,North_Heights,Bungalow,3,Shingle,Brick,,GasW,Central,0,None,None,3,Po,All_Pub,COD,AdjLand,RM,7,22.2,3.33,4493.2,NaN,Townhouse,230540.0
374cbc72-b26b-4ae8-9451-7903e929dc79,1705989600,1941,2,4.0,3017,33812,North_Heights,Ranch,6,Slate,Stucco,Full,GasW,None,1,Detchd,No,3,Ex,No_Seer,New,Partial,RM,6,16.3,2.45,4624.6,2019,Single_Family,549695.0
881d9db2-f53d-4ca3-921a-aa09e2b1a001,1692766800,1948,6,2.0,1716,26698,Suburban_Oasis,Modern,5,Tile,Wood,Crawl,GasA,Central,3,Attchd,N,3,Po,All_Pub,WD,AdjLand,FV,1,32.8,1.88,5925.8,NaN,Townhouse,372169.0
f5cab08c-dd95-45ad-b154-dd13c7af5528,07/22/2021,'53,4,2.5,1027,27167,South_Side,Modern,4,Metal,Stone,Slab,GasW,None,4,Attchd,None,2,Fa,No_Seer,New,Partial,RL,7,30.6,1.74,2881.6,NaN,Condo,250093.0
fa451b8c-00d9-4fb0-89f4-f42eda1eda02,1641794400,1927,2,3.5,3187,37855,South_Side,Victorian,10,Metal,Vinyl_Siding,,GasA,Central,2,Detchd,No,3,Po,ELO,WD,Partial,RH,5,21.4,2.95,3909.6000000000004,NaN,Townhouse,544958.0
2dec248a-230c-415e-9bbf-f11690ac2e2b,2022-03-30T00:00:00,2016,1,3.0,1850,0.25 ac,East_Gate,Colonial,5,Metal,Brick,Slab,GasW,Window,2,None,No,1,Ex,No_Seer,COD,AdjLand,RH,6,7.4,0.61,4543.0,NaN,Townhouse,341052.0
2e07efb2-10c9-45b9-b1f2-fc519be6acfd,02-09-2020,1936,6,3.0,4649,4851,North_Heights,Bungalow,6,Shingle,Wood,None,GasW,None,3,Detchd,N,2,Ex,All_Pub,WD,AdjLand,RL,1,36.4,1.09,7537.200000000001,NaN,Townhouse,817834.0
924aa546-0c65-43dc-9b50-0e74263c3bbf,1684126800,2012,6,1.5,4238,24468,Green_Valley,Bungalow,10,Tile,Wood,,GasW,Central,4,Attchd,1,3,TA,No_Sewr,COD,Normal,RM,2,2.7,4.37,-99.0,NaN,Townhouse,742543.0
2e20b8f2-be6d-43e6-9ccf-8e0f5c585a40,2021-06-01T00:00:00,2014,4,2.5,2037,14524,West_End,Victorian,10,Metal,Brick,None,GasA,Window,3,None,0,2,Ex,No_Sewr,New,Abnorml,RH,9,37.5,2.96,5472.6,NaN,Condo,377251.0
c915388e-c165-45eb-ac2c-69341a75cb52,2022-09-22T00:00:00,1982,2+1,4.0,3374,0.41 ac,Downtown_Lofts,Bungalow,4,Slate,Stucco,Full,GasA,Central,2,Attchd,N,1,Ex,ELO,Con,AdjLand,RM,3,23.0,0.26,5445.200000000001,NaN,Condo,623278.0
e1f11194-8f90-4d1e-afe7-b0e070b27bcd,2022-02-27T00:00:00,'07,5,3.0,1520,19037,East_Gate,Ranch,4,Metal,Vinyl_Siding,Full,Grav,Central,2,Detchd,0,2,Po,No_Sewr,WD,Abnorml,FV,1,5.5,0.66,4975.0,NaN,Condo,330009.0
0f60746f-fdb5-4033-95c8-b066132d7949,06-03-2020,'98,6+1,1.5,3682,25341,Suburban_Oasis,Split-Level,10,Slate,Stucco,Full,GasA,Window,2,BuiltIn,N,2,Fa,No_Sewr,Con,Partial,FV,3,30.6,2.81,5377.6,NaN,Townhouse,666592.0
234a253e-828f-4cad-9e94-6f90ca3be314,2021-07-20T00:00:00,2016,1,4.0,3936,29767,Downtown_Lofts,Modern,9,Metal,Wood,Crawl,GasA,Window,4,BuiltIn,None,3,Fa,All_Pub,Con,Normal,RL,8,11.5,0.53,4965.8,NaN,Townhouse,704207.0
e268dbad-dbc0-4b8f-8506-70ea3edfdcd7,1656738000,'32,4+1,2.5,2418,12864,Suburban_Oasis,Victorian,7,Slate,Stone,Crawl,GasA,Window,3,Detchd,0,3,Ex,ELO,New,Partial,RL,9,13.6,3.5,6074.4,NaN,Duplex,458486.0
78909325-91a7-485c-928a-40c736c6fc3f,01-02-2022,1923,4,4.0,2834,3529,South_Side,Bungalow,Poor,Slate,Stucco,Slab,Grav,Window,1,Detchd,N,1,Ex,All_Pub,WD,Partial,RH,2,5.8,2.1,5676.200000000001,NaN,Duplex,506324.0
57f02cac-d99a-44e6-a48d-60f5af15f2ae,01/13/2020,2010,6,1.5,4869,9331,South_Side,Modern,5,Metal,Brick,Crawl,GasW,Central,3,BuiltIn,None,1,TA,No_Seer,WD,AdjLand,FV,3,32.4,0.28,7005.200000000001,NaN,Single_Family,820576.0
339a0c9a-a38d-49a8-becb-6f588051bfe2,10/31/2020,1957,6,3.5,2395,24817,East_Gate,Bungalow,Poor,Shingle,Vinyl_Siding,None,GasW,Window,0,None,No,3,Ex,No_Sewr,WD,Abnorml,RM,10,29.9,2.58,4514.0,NaN,Townhouse,487369.0
9fb02511-6ac8-4095-921c-972c1442128d,2021-11-20T00:00:00,1923,5,1.5,4651,24708,North_Heights,Ranch,8,Metal,Stucco,Crawl,GasA,None,3,None,No,2,Ex,No_Sewr,Con,Partial,RL,6,13.1,2.94,8062.8,NaN,Townhouse,788144.0
1b2a7d99-b6d5-4c04-b023-1a21e514cb38,1665723600,1952,6+1,1.5,1045,15627,Green_Valley,Bungalow,8,Metal,Stone,Full,GasA,Central,2,BuiltIn,N,1,Fa,No_Sewr,WD,Abnorml,FV,3,11.0,3.88,3471.0,NaN,Single_Family,242238.0
cf883774-a5a4-4de9-b9a1-1a1efb6d27ad,07-02-2022,1985,4,2.0,4301,30908,North_Heights,Split-Level,4,Metal,Brick,None,Wall,None,0,None,0,0,Po,All_Pub,COD,AdjLand,RM,2,19.7,4.22,6473.8,NaN,Condo,701654.0
82f19353-7a79-4894-b30d-004e0177cafe,03/01/2020,2020,4,2.0,3917,7985,South_Side,Ranch,9,Slate,Wood,Slab,Grav,Central,0,None,None,0,Fa,ELO,WD,Normal,FV,2,9.8,4.38,4680.6,NaN,Single_Family,666039.0
b28740f5-bb09-425c-9bb2-cd4265c526ec,10/04/2020,1920,2,3.0,3473,4862,East_Gate,Modern,8,Tile,Stucco,Crawl,Grav,Central,2,Attchd,N,2,Gd,ELO,WD,AdjLand,RH,10,24.8,0.22,6983.4,2004,Townhouse,601303.0
468df0c7-2e18-418b-be63-f45341f17d5e,2022-03-15T00:00:00,'24,3,3.5,1252,32814,Suburban_Oasis,Bungalow,10,Tile,Brick,,GasW,Central,0,None,0,3,TA,No_Sewr,WD,Normal,FV,4,20.4,3.22,2050.6,2005,Single_Family,301317.0
e31baf96-3bb8-4fe7-a9c8-fcb5940adeed,02/06/2022,1975,1,2.0,3747,4524,East_Gate,Split-Level,8,Tile,Brick,None,GasW,Central,3,Detchd,0,3,Ex,No_Seer,Con,Normal,RH,3,18.2,1.18,6205.6,NaN,Townhouse,618498.0
7d4c0759-fd19-42cc-b5a8-983f20c6794f,1625806800,1937,4,3.5,1444,33684,East_Gate,Colonial,7,Shingle,Wood,None,Grav,None,3,Attchd,No,2,Po,ELO,WD,AdjLand,FV,8,11.1,1.61,5295.2,NaN,Single_Family,289231.0
5cc967be-c1da-4b46-a253-b57c7ef22f49,1632027600,1904,1,1.5,3488,38824,Downtown_Lofts,Victorian,1,Tile,Vinyl_Siding,Slab,GasA,Window,2,BuiltIn,None,0,Fa,ELO,Con,AdjLand,RM,5,13.6,4.71,4556.4,NaN,Duplex,604309.0
dfa8a811-77f8-4297-aeeb-e682b0ff78e3,2022-10-24T00:00:00,1954,5,2.0,2063,35561,Green_Valley,Bungalow,6,Tile,Wood,Crawl,Grav,Central,2,None,No,3,Po,All_Pub,New,Partial,RH,5,4.5,3.59,3543.4,NaN,Single_Family,392125.0
95aea183-cf82-4170-9eb8-b538fa06b452,09/29/2020,'42,5,1.5,4510,20798,North_Heights,Victorian,9,Tile,Brick,None,GasW,Central,2,Attchd,1,3,Ex,All_Pub,Con,Abnorml,FV,4,3.0,3.87,5363.0,NaN,Townhouse,779994.0
9899740a-2157-4547-9787-3fff26c24555,2020-04-21T00:00:00,'06,2,3.0,3632,0.68 ac,South_Side,Bungalow,3,Slate,Stucco,Full,Grav,Window,1,Attchd,N,2,Ex,ELO,COD,Abnorml,RM,6,5.5,4.8,5146.6,NaN,Condo,600772.0
6be11c30-99b7-4347-a42c-1704f4ad298c,06-01-2023,1985,2,2.0,948,13943,Suburban_Oasis,Split-Level,2,Shingle,Stucco,None,GasW,Window,1,Detchd,No,1,TA,No_Sewr,Con,AdjLand,RM,1,33.4,4.52,4108.4,NaN,Townhouse,225877.0
88080816-dc10-46e0-b59b-b9ae139c442b,1634360400,1989,4,1.0,2252,0.67 ac,Green_Valley,Colonial,7,Shingle,Wood,Slab,Wall,None,3,None,N,0,Fa,ELO,COD,Partial,RL,2,7.4,4.39,5293.6,NaN,Condo,395776.0
8e3aec58-62ec-4f7a-af34-d1edda6f0c11,2023-11-30T00:00:00,1920,6,3.0,1886,15366,Green_Valley,Ranch,2,Metal,Wood,None,Grav,Central,4,None,0,1,Fa,No_Sewr,New,Normal,RL,6,23.3,3.13,2551.8,NaN,Single_Family,393537.0
21a9ffc5-0cb4-4974-b4ae-025da565cd1f,1579240800,1958,4,3.5,3941,39959,Green_Valley,Split-Level,10,Slate,Brick,,GasA,Central,2,Detchd,0,0,Gd,No_Sewr,WD,Partial,RL,9,27.5,2.84,6973.8,NaN,Duplex,688045.0
